timestamp(ms),cpu(%),mem(b)
1430394912259,6.6275659824046205,314159104
1430394912758,0,314159104
1430394913258,0,314159104
1430394913760,0,314159104
1430394914259,0,314159104
1430394914759,10.000000000000142,314699776
1430394915260,33.999999999999986,318214144
1430394915761,45.99999999999991,322572288
1430394916261,48.00000000000004,326987776
1430394916761,48.00000000000004,333824000
1430394917263,41.99999999999999,338034688
1430394917763,43.99999999999995,342360064
1430394918263,46.000000000000085,346415104
1430394918764,40.000000000000036,350199808
1430394919264,41.99999999999999,354254848
1430394919765,45.99999999999991,358039552
1430394920265,37.9999999999999,363053056
1430394920767,43.137254901788594,368517120
1430394921269,43.99999999999995,373997568
1430394921770,46.000000000000085,379236352
1430394922271,45.99999999999991,384065536
1430394922771,42.00000000000017,388509696
1430394923271,41.999999999999815,393162752
1430394923772,39.99999999999986,397156352
1430394924274,46.000000000000085,402681856
1430394924775,42.00000000000017,406900736
1430394925279,43.99999999999977,410685440
1430394925777,39.2156862746331,415436800
1430394926277,37.9999999999999,420024320
1430394926777,48.00000000000004,424480768
1430394927278,41.999999999999815,428265472
1430394927778,46.00000000000044,432861184
1430394928279,41.999999999999815,436645888
1430394928779,35.99999999999994,440430592
1430394929279,35.99999999999994,441507840
1430394929779,30.00000000000007,445403136
1430394930280,42.00000000000017,449187840
1430394930780,41.999999999999815,453009408
1430394931281,46.000000000000085,457138176
1430394931781,44.00000000000013,461463552
1430394932281,43.99999999999977,465518592
1430394932781,43.99999999999977,469573632
1430394933282,39.99999999999986,473358336
1430394933784,40.00000000000057,477945856
1430394934283,49.999999999999645,485244928
1430394934783,42.00000000000017,489029632
1430394935285,36.0000000000003,490110976
1430394935787,35.29411764716954,494280704
1430394936288,43.99999999999977,498454528
1430394936789,39.99999999999986,502509568
1430394937289,42.00000000000017,506294272
1430394937789,43.99999999999977,510517248
1430394938289,58.000000000000185,459636736
1430394938790,41.999999999999815,460443648
1430394939292,40.00000000000021,460709888
1430394939793,42.00000000000017,461406208
1430394940293,47.99999999999969,462176256
1430394940794,46.000000000000085,463622144
1430394941294,36.0000000000003,464175104
1430394941795,41.99999999999946,464760832
1430394942294,48.0000000000004,465367040
1430394942796,39.99999999999986,465367040
1430394943297,39.21568627435301,465367040
1430394943797,38.000000000000256,465367040
1430394944297,38.000000000000256,466182144
1430394944801,49.99999999999929,466841600
1430394945299,40.00000000000057,430133248
1430394945800,39.99999999999986,431751168
1430394946301,43.99999999999977,433152000
1430394946800,40.00000000000057,434364416
1430394947301,27.999999999999403,434270208
1430394947802,42.00000000000017,434675712
1430394948304,44.00000000000048,435073024
1430394948804,47.99999999999969,435961856
1430394949305,46.000000000000085,437022720
1430394949805,39.99999999999986,437293056
1430394950307,42.00000000000017,438104064
1430394950807,41.176470588364005,438104064
1430394951307,43.99999999999977,438104064
1430394951808,50.00000000000071,438104064
1430394952308,51.9999999999996,421322752
1430394952810,42.00000000000017,421277696
1430394953312,44.00000000000048,421376000
1430394953812,41.99999999999946,421355520
1430394954312,35.99999999999994,421355520
1430394954812,44.00000000000048,421355520
1430394955312,41.99999999999946,421355520
1430394955813,44.00000000000048,421355520
1430394956313,41.99999999999946,421355520
1430394956814,42.00000000000017,421355520
1430394957315,46.000000000000085,421355520
1430394957817,39.21568627435301,421355520
1430394958317,42.00000000000017,421355520
1430394958817,50,421392384
1430394959317,44.00000000000048,412778496
1430394959818,45.999999999999375,412987392
1430394960318,44.00000000000048,412987392
1430394960818,37.999999999999545,412987392
1430394961320,43.99999999999977,412987392
1430394961820,44.00000000000048,412987392
1430394962320,47.99999999999969,412987392
1430394962822,47.99999999999969,412987392
1430394963322,42.00000000000088,412987392
1430394963822,43.99999999999906,412987392
1430394964323,44.00000000000048,412987392
1430394964823,43.99999999999977,412987392
1430394965324,43.99999999999977,412995584
1430394965824,48.0000000000004,407535616
1430394966325,43.99999999999977,407662592
1430394966825,48.0000000000004,407744512
1430394967328,43.13725490209665,407744512
1430394967829,35.99999999999923,407744512
1430394968329,42.00000000000017,407744512
1430394968830,46.000000000000085,407744512
1430394969330,44.00000000000048,407744512
1430394969830,35.99999999999994,407744512
1430394970330,41.99999999999875,407744512
1430394970832,44.00000000000048,407744512
1430394971332,44.00000000000048,407744512
1430394971832,47.99999999999969,407744512
1430394972332,50,407744512
1430394972834,47.99999999999969,403542016
1430394973336,45.0980392155069,403496960
1430394973837,43.99999999999977,403496960
1430394974338,46.000000000000085,403496960
1430394974839,43.99999999999977,403755008
1430394975339,35.99999999999994,404336640
1430394975839,42.00000000000017,404557824
1430394976340,43.99999999999977,404930560
1430394976840,46.000000000000085,404930560
1430394977343,43.99999999999977,404930560
1430394977847,46.000000000000796,404930560
1430394978347,43.137254902095954,404930560
1430394978847,43.99999999999977,405147648
1430394979347,46.000000000000796,403050496
1430394979849,43.99999999999835,403013632
1430394980350,44.000000000001194,402968576
1430394980852,45.999999999999375,404291584
1430394981353,48.0000000000004,404508672
1430394981853,48.0000000000004,404717568
1430394982353,39.99999999999915,404717568
1430394982854,40.00000000000057,404717568
1430394983356,37.999999999999545,404717568
1430394983857,43.13725490178824,404717568
1430394984357,43.99999999999977,404717568
1430394984858,40.00000000000057,404717568
1430394985358,48.0000000000004,404717568
1430394985858,47.99999999999898,404123648
1430394986358,44.000000000001194,404086784
1430394986860,42.00000000000017,404279296
1430394987362,43.99999999999977,404336640
1430394987861,37.999999999999545,404336640
1430394988361,42.00000000000017,404336640
1430394988863,39.99999999999915,404336640
1430394989363,32.00000000000074,404963328
1430394989865,30.000000000001137,404963328
1430394990367,41.17647058836331,405835776
1430394990867,44.000000000001194,406282240
1430394991367,43.99999999999835,407351296
1430394991868,44.000000000001194,407351296
1430394992370,41.99999999999875,408219648
1430394992871,50.00000000000142,404025344
1430394993371,39.99999999999915,403980288
1430394993871,42.00000000000017,403935232
1430394994372,43.99999999999977,403935232
1430394994874,38.000000000000966,403935232
1430394995375,43.99999999999835,403935232
1430394995875,37.999999999999545,403935232
1430394996376,40.00000000000057,403935232
1430394996875,42.00000000000017,403935232
1430394997375,36.000000000001364,403935232
1430394997876,37.2549019608994,403935232
1430394998376,40.00000000000057,404025344
1430394998877,46.000000000000796,404025344
1430394999378,35.99999999999852,404025344
1430394999880,42.00000000000159,404025344
1430395000380,50,404025344
1430395000880,41.99999999999875,403935232
1430395001380,42.00000000000017,403935232
1430395001882,38.000000000000966,403935232
1430395002384,41.99999999999875,403935232
1430395002885,35.99999999999994,403935232
1430395003385,38.000000000000966,403935232
1430395003885,46.000000000000796,403935232
1430395004386,41.17647058806958,403935232
1430395004887,43.99999999999977,403935232
1430395005389,44.000000000001194,403935232
1430395005890,39.99999999999915,403935232
1430395006390,37.999999999999545,403935232
1430395006890,40.00000000000057,403935232
1430395007390,48.0000000000004,403935232
1430395007890,45.999999999999375,404025344
1430395008391,38.000000000000966,404840448
1430395008893,43.99999999999977,406253568
1430395009392,42.00000000000017,406679552
1430395009892,43.99999999999977,407351296
1430395010399,43.99999999999977,407949312
1430395010893,45.999999999999375,408416256
1430395011393,42.00000000000017,409247744
1430395011893,46.000000000000796,409870336
1430395012393,35.99999999999852,409870336
1430395012896,40.00000000000057,409870336
1430395013396,37.254901960902195,409870336
1430395013898,29.999999999998295,410095616
1430395014399,42.00000000000159,410095616
1430395014899,34.00000000000034,410468352
1430395015399,43.99999999999977,410890240
1430395015899,45.999999999999375,410890240
1430395016400,43.99999999999977,410890240
1430395016901,38.000000000000966,411115520
1430395017401,45.999999999999375,411799552
1430395017901,40.00000000000057,412717056
1430395018401,37.999999999999545,412962816
1430395018901,43.99999999999977,413614080
1430395019403,46.000000000000796,413831168
1430395019904,53.999999999999204,413831168
1430395020406,45.999999999999375,414445568
1430395020907,39.21568627435371,414445568
1430395021406,42.857142857321215,414445568
1430395021906,37.25490196063644,414654464
1430395022408,37.999999999998124,414654464
1430395022910,48.0000000000004,414867456
1430395023411,44.000000000001194,415096832
1430395023911,41.99999999999875,415563776
1430395024411,42.00000000000017,415592448
1430395024912,40.00000000000057,415592448
1430395025413,42.00000000000017,415592448
1430395025914,40.00000000000057,415592448
1430395026415,45.999999999999375,415592448
1430395026915,41.99999999999875,415592448
1430395027416,35.99999999999994,415817728
1430395027915,48.00000000000182,415817728
1430395028416,47.99999999999898,415821824
1430395028917,41.1764705883647,415821824
1430395029417,43.99999999999977,415821824
1430395029917,48.0000000000004,415821824
1430395030418,42.00000000000017,415821824
1430395030919,39.99999999999915,415821824
1430395031421,36.000000000001364,415821824
1430395031921,41.99999999999875,415821824
1430395032420,38.000000000000966,415821824
1430395032922,39.99999999999915,415821824
1430395033422,42.00000000000017,415821824
1430395033923,37.999999999999545,415821824
1430395034424,40.00000000000057,415821824
1430395034925,50,415821824
1430395035426,43.13725490178963,416030720
1430395035927,45.999999999999375,416030720
1430395036427,48.0000000000004,416030720
1430395036929,39.99999999999915,416030720
1430395037430,38.000000000000966,416030720
1430395037930,39.99999999999915,416030720
1430395038430,39.99999999999915,416030720
1430395038932,42.00000000000159,416030720
1430395039432,43.99999999999835,416030720
1430395039933,43.99999999999977,416653312
1430395040435,38.000000000000966,416653312
1430395040935,50,416653312
1430395041435,43.99999999999977,416653312
1430395041937,43.137254902095954,416653312
1430395042439,43.99999999999977,416624640
1430395042940,38.000000000000966,416624640
1430395043440,42.00000000000017,416624640
1430395043940,37.999999999999545,416624640
1430395044442,41.99999999999875,416624640
1430395044944,42.00000000000159,416624640
1430395045444,42.00000000000017,416624640
1430395045944,39.99999999999915,416624640
1430395046448,41.1764705883647,416624640
1430395046947,42.00000000000017,416624640
1430395047446,42.857142857003026,416624640
1430395047946,42.00000000000017,416624640
1430395048446,45.09803921582721,416624640
1430395048947,46.000000000000796,416829440
1430395049447,43.99999999999835,416829440
1430395049948,38.000000000000966,417034240
1430395050449,40.00000000000057,417034240
1430395050949,42.00000000000017,417263616
1430395051450,50,417263616
1430395051949,45.999999999999375,417263616
1430395052450,43.99999999999977,417263616
1430395052951,44.000000000001194,417263616
1430395053452,39.99999999999915,417263616
