timestamp(ms),cpu(%),mem(b)
1430388037230,47.959393920182585,3481776128
1430388037730,0,3481776128
1430388038230,0,3481776128
1430388038731,0,3481776128
1430388039232,0,3481776128
1430388039732,0,3481776128
1430388040232,20.00000000007276,3482316800
1430388040734,0,3482316800
1430388041235,0,3482316800
1430388041736,0,3482316800
1430388042235,0,3482316800
