START 1430403213615
fragment results first_time total_time first_http total_http
http://localhost:3000/dbpedia2014-default 100 3127 76118 780 22230
http://localhost:3000/dbpedia2014-default 101 3127 76436 780 22333
http://localhost:3000/dbpedia2014-default 102 3127 76799 780 22455
http://localhost:3000/dbpedia2014-default 103 3127 76830 780 22458
http://localhost:3000/dbpedia2014-default 104 3127 78318 780 22894
http://localhost:3000/dbpedia2014-default 105 3127 78337 780 22900
http://localhost:3000/dbpedia2014-default 106 3127 78342 780 22900
http://localhost:3000/dbpedia2014-default 107 3127 78390 780 22915
http://localhost:3000/dbpedia2014-default 108 3127 78394 780 22915
http://localhost:3000/dbpedia2014-default 109 3127 78410 780 22920
http://localhost:3000/dbpedia2014-default 110 3127 78431 780 22926
http://localhost:3000/dbpedia2014-default 111 3127 78433 780 22926
http://localhost:3000/dbpedia2014-default 112 3127 78459 780 22932
http://localhost:3000/dbpedia2014-default 113 3127 78500 780 22946
http://localhost:3000/dbpedia2014-default 114 3127 78502 780 22946
http://localhost:3000/dbpedia2014-default 115 3127 78519 780 22952
http://localhost:3000/dbpedia2014-default 116 3127 78621 780 22980
http://localhost:3000/dbpedia2014-default 117 3127 78624 780 22980
http://localhost:3000/dbpedia2014-default 118 3127 78649 780 22986
http://localhost:3000/dbpedia2014-default 119 3127 78665 780 22991
http://localhost:3000/dbpedia2014-default 120 3127 78704 780 23003
http://localhost:3000/dbpedia2014-default 121 3127 78716 780 23003
http://localhost:3000/dbpedia2014-default 122 3127 78836 780 23031
http://localhost:3000/dbpedia2014-default 123 3127 78867 780 23040
http://localhost:3000/dbpedia2014-default 124 3127 78918 780 23053
http://localhost:3000/dbpedia2014-default 125 3127 78947 780 23062
http://localhost:3000/dbpedia2014-default 126 3127 78979 780 23073
http://localhost:3000/dbpedia2014-default 127 3127 78983 780 23073
http://localhost:3000/dbpedia2014-default 128 3127 79036 780 23086
http://localhost:3000/dbpedia2014-default 129 3127 79037 780 23086
http://localhost:3000/dbpedia2014-default 130 3127 79122 780 23110
http://localhost:3000/dbpedia2014-default 131 3127 79126 780 23110
http://localhost:3000/dbpedia2014-default 132 3127 79147 780 23116
http://localhost:3000/dbpedia2014-default 133 3127 79150 780 23116
http://localhost:3000/dbpedia2014-default 134 3127 87810 780 25489
http://localhost:3000/dbpedia2014-default 135 3127 87810 780 25489
http://localhost:3000/dbpedia2014-default 136 3127 87810 780 25489
http://localhost:3000/dbpedia2014-default 137 3127 87810 780 25489
http://localhost:3000/dbpedia2014-default 138 3127 87811 780 25489
http://localhost:3000/dbpedia2014-default 139 3127 87883 780 25508
http://localhost:3000/dbpedia2014-default 140 3127 87886 780 25508
http://localhost:3000/dbpedia2014-default 141 3127 87909 780 25514
http://localhost:3000/dbpedia2014-default 142 3127 88009 780 25541
http://localhost:3000/dbpedia2014-default 143 3127 88112 780 25547
http://localhost:3000/dbpedia2014-default 144 3127 88132 780 25552
http://localhost:3000/dbpedia2014-default 145 3127 88162 780 25562
http://localhost:3000/dbpedia2014-default 146 3127 88165 780 25562
http://localhost:3000/dbpedia2014-default 147 3127 88264 780 25589
http://localhost:3000/dbpedia2014-default 148 3127 88334 780 25610
http://localhost:3000/dbpedia2014-default 149 3127 88372 780 25619
http://localhost:3000/dbpedia2014-default 150 3127 88401 780 25629
http://localhost:3000/dbpedia2014-default 151 3127 88404 780 25629
http://localhost:3000/dbpedia2014-default 152 3127 88447 780 25640
http://localhost:3000/dbpedia2014-default 153 3127 88523 780 25662
http://localhost:3000/dbpedia2014-default 154 3127 88526 780 25662
http://localhost:3000/dbpedia2014-default 155 3127 88553 780 25668
http://localhost:3000/dbpedia2014-default 156 3127 88555 780 25668
http://localhost:3000/dbpedia2014-default 157 3127 93416 780 26994
http://localhost:3000/dbpedia2014-default 158 3127 94893 780 27431
http://localhost:3000/dbpedia2014-default 159 3127 94901 780 27431
http://localhost:3000/dbpedia2014-default 160 3127 94959 780 27446
http://localhost:3000/dbpedia2014-default 161 3127 95367 780 27581
http://localhost:3000/dbpedia2014-default 162 3127 95773 780 27706
http://localhost:3000/dbpedia2014-default 163 3127 101698 780 29379
http://localhost:3000/dbpedia2014-default 164 3127 102049 780 29458
http://localhost:3000/dbpedia2014-default 165 3127 103235 780 29799
http://localhost:3000/dbpedia2014-default 166 3127 103390 780 29840
http://localhost:3000/dbpedia2014-default 167 3127 104713 780 30217
http://localhost:3000/dbpedia2014-default 168 3127 105154 780 30370
http://localhost:3000/dbpedia2014-default 169 3127 105714 780 30542
http://localhost:3000/dbpedia2014-default 170 3127 112725 780 32476
http://localhost:3000/dbpedia2014-default 171 3127 122279 780 35278
http://localhost:3000/dbpedia2014-default 172 3127 122449 780 35320
http://localhost:3000/dbpedia2014-default 173 3127 128755 780 37165
http://localhost:3000/dbpedia2014-default 174 3127 135785 780 39160
http://localhost:3000/dbpedia2014-default 175 3127 138943 780 40136
http://localhost:3000/dbpedia2014-default 176 3127 141463 780 40839
http://localhost:3000/dbpedia2014-default 177 3127 141463 780 40839
http://localhost:3000/dbpedia2014-default 178 3127 141464 780 40839
http://localhost:3000/dbpedia2014-default 179 3127 142340 780 41079
http://localhost:3000/dbpedia2014-default 180 3127 144121 780 41614
http://localhost:3000/dbpedia2014-default 181 3127 145251 780 41977
http://localhost:3000/dbpedia2014-default 182 3127 145355 780 42010
http://localhost:3000/dbpedia2014-default 183 3127 145373 780 42015
http://localhost:3000/dbpedia2014-default 184 3127 145480 780 42042
http://localhost:3000/dbpedia2014-default 185 3127 145504 780 42048
http://localhost:3000/dbpedia2014-default 186 3127 145906 780 42179
http://localhost:3000/dbpedia2014-default 187 3127 145906 780 42179
http://localhost:3000/dbpedia2014-default 188 3127 145907 780 42179
http://localhost:3000/dbpedia2014-default 189 3127 145908 780 42179
http://localhost:3000/dbpedia2014-default 190 3127 145909 780 42179
http://localhost:3000/dbpedia2014-default 191 3127 145911 780 42179
http://localhost:3000/dbpedia2014-default 192 3127 145958 780 42179
http://localhost:3000/dbpedia2014-default 193 3127 145958 780 42179
http://localhost:3000/dbpedia2014-default 194 3127 146017 780 42192
