timestamp(ms),cpu(%),mem(b)
1430386749300,45.72082136397489,3677106176
1430386749800,0,3677106176
1430386750298,0,3677106176
1430386750798,0,3677106176
1430386751298,0,3677106176
1430386751799,0,3677106176
1430386752299,0,3677106176
1430386752801,15.999999999985448,3676839936
1430386753302,42.000000000007276,3676839936
1430386753802,53.99999999999636,3676839936
1430386754304,59.999999999990905,3676839936
1430386754804,51.99999999999818,3676839936
1430386755304,53.99999999999636,3676839936
1430386755805,55.99999999999454,3676794880
1430386756305,55.99999999999454,3676381184
1430386756805,42.000000000007276,3676381184
1430386757307,52.94117647056201,3676381184
1430386757807,53.99999999999636,3676381184
1430386758308,53.99999999999636,3676381184
1430386758808,56.00000000004002,3676381184
1430386759309,53.99999999999636,3676381184
1430386759811,57.999999999992724,3676381184
1430386760312,51.99999999999818,3676295168
1430386760812,57.999999999992724,3676295168
1430386761312,62.00000000003456,3676262400
1430386761814,57.999999999992724,3676262400
1430386762314,51.99999999999818,3676078080
1430386762814,55.99999999999454,3676024832
1430386763314,53.99999999999636,3675975680
1430386763814,57.999999999992724,3675934720
1430386764315,53.99999999999636,3675848704
1430386764817,50.98039215683914,3674456064
1430386765328,51.99999999999818,3672567808
1430386765819,57.999999999992724,3669114880
1430386766319,50,3667546112
1430386766819,55.99999999999454,3664896000
1430386767321,66.00000000003092,3663470592
1430386767822,57.999999999992724,3662991360
1430386768322,57.999999999992724,3662991360
1430386768824,53.99999999999636,3662991360
1430386769325,55.99999999999454,3660619776
1430386769825,53.99999999999636,3660570624
1430386770325,57.999999999992724,3660570624
1430386770827,56.86274509821055,3660570624
1430386771328,51.99999999999818,3660570624
1430386771828,52.000000000043656,3660570624
1430386772329,57.999999999992724,3660570624
1430386772829,57.999999999992724,3660558336
1430386773330,57.999999999992724,3660554240
1430386773831,54.00000000004184,3660554240
1430386774330,61.999999999989086,3660554240
1430386774830,55.99999999999454,3660521472
1430386775333,59.999999999990905,3660521472
1430386775834,55.99999999999454,3660521472
1430386776334,59.999999999990905,3660521472
1430386776836,57.999999999992724,3659173888
1430386777336,54.90196078432946,3659173888
1430386777838,63.99999999998727,3659173888
1430386778339,42.000000000007276,3659173888
1430386778839,55.99999999999454,3659173888
1430386779339,57.999999999992724,3659173888
1430386779841,57.999999999992724,3659173888
1430386780342,57.999999999992724,3659173888
1430386780842,51.99999999999818,3659173888
1430386781343,63.99999999998727,3659173888
1430386781844,57.999999999992724,3659173888
