timestamp(ms),cpu(%),mem(b)
1430402740625,10.432088139094482,4835868672
1430402741123,0,4835823616
1430402741622,0,4835823616
1430402742124,0,4835823616
1430402742625,0,4835823616
1430402743125,0,4834934784
1430402743626,39.21568627463292,4848398336
1430402744127,28.000000000000114,4852027392
1430402744628,55.99999999999987,4859449344
1430402745128,44.00000000000013,4869001216
1430402745628,51.99999999999996,4876173312
1430402746129,46.000000000000085,4880531456
1430402746629,39.99999999999986,4886519808
1430402747129,46.000000000000085,4888309760
1430402747630,37.9999999999999,4891041792
1430402748131,32.00000000000003,4892495872
1430402748631,41.999999999999815,4898328576
1430402749132,42.00000000000017,4900700160
1430402749632,44.00000000000013,4904075264
1430402750132,45.99999999999973,4907671552
1430402750633,42.00000000000017,4912746496
1430402751135,42.00000000000017,4916879360
1430402751635,35.99999999999994,4919709696
1430402752135,33.99999999999963,4917899264
1430402752659,30.188679245142474,4920893440
1430402753184,36.53846153843077,4924694528
1430402753681,32.00000000000003,4926664704
1430402754182,38.000000000000256,4930502656
1430402754682,41.99999999999946,4934717440
1430402755184,70.00000000000028,4935573504
1430402755687,66.66666666687588,4938907648
1430402756187,100,4940509184
1430402756849,93.99999999999977,4940767232
1430402757187,28.000000000000114,4943790080
1430402757689,32.00000000000003,4948467712
1430402758190,43.99999999999977,4950945792
1430402758691,46.000000000000085,4952670208
1430402759193,94.00000000000013,4956692480
1430402759693,46.000000000000085,4955869184
1430402760194,80.00000000000007,4958404608
1430402760695,60.00000000000014,4961579008
1430402761197,52.941176470754314,4962672640
1430402761698,33.99999999999963,4966846464
1430402762204,82.00000000000038,4969275392
1430402762698,66.00000000000001,4971184128
1430402763201,70.00000000000028,4973965312
1430402763701,43.99999999999977,4974592000
1430402764201,42.00000000000017,4978216960
1430402764701,53.999999999999204,4982939648
1430402765202,46.000000000000796,4986535936
1430402765702,37.999999999999545,4988575744
1430402766203,56.00000000000023,4992155648
1430402766704,76.00000000000051,4992487424
1430402767205,93.99999999999906,4991365120
1430402767705,96.00000000000009,4994850816
1430402768206,86.27450980357648,4995678208
1430402768708,66.00000000000108,5000929280
1430402769208,59.99999999999943,5004636160
1430402769709,38.000000000000256,5008396288
1430402770209,41.99999999999946,5012877312
1430402770710,60.00000000000085,5017575424
1430402771212,31.999999999999318,5021007872
1430402771712,42.00000000000017,5024505856
1430402772212,42.00000000000017,5028286464
1430402772714,48.0000000000004,5033512960
1430402773219,41.99999999999946,5038186496
1430402773716,44.00000000000048,5041700864
1430402774216,39.99999999999915,5045485568
1430402774716,43.137254902095954,5050535936
1430402775216,40.00000000000057,5056294912
1430402775724,43.99999999999977,5061570560
1430402776218,38.000000000000256,5065416704
1430402776718,32.00000000000003,5067722752
1430402777218,46.000000000000085,5072482304
1430402777719,46.000000000000085,5081886720
1430402778226,39.99999999999915,5084102656
1430402778722,44.000000000001194,5088247808
1430402779222,43.99999999999977,5094866944
1430402779722,39.99999999999986,5097029632
